relation_type,relation_label,obj_1,obj_2,generative_text,Rank1_word,Rank2_word,Rank3_word,accuracy
Desires,Desires,a person,acknowledgment,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,an animal,eat,"['an object', 'Desires', 'an animal', 'an object', 'an object of interest', '', 'a human', 'an animal', 'a person', 'an object', 'an object', 'An object', 'a relationship', 'an item', 'an object', 'an animal', 'relationships', 'a dog', 'a creature', 'desires']",an object,an animal,Desires,0.05
Desires,Desires,a thirsty person,drink,"['a thirsty person', 'a hungry person', 'a hungry person', 'a drunk person', 'a hungry person', 'a thirsty person', 'a thirsty man', 'a thirsty person', 'a hungry person', 'a sick person', 'Desires', 'a thirsty person', 'a rich person', 'a cold person', 'a drunk person', 'a hungry person', 'a thirsty woman', 'a drunken person', 'a greedy person', 'a lazy person']",a hungry person,a thirsty person,a drunk person,0.0
Desires,Desires,a person,praise,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a bird,fly,"['a bird', 'a dog', 'a fish', 'a human', 'a cat', 'a tree', 'an object', 'a butterfly', 'a horse', 'a duck', 'a man', 'a chicken', 'a cow', 'a spider', 'a frog', 'a bird', 'a snake', 'Desires', '', 'a creature']",a bird,a dog,a fish,0.05
Desires,Desires,a person,the good things in life,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,A child,learn,"['A child', 'Desires', 'A child', 'An object', 'A child relation', 'A child', 'A child', 'A parent', 'The child', 'A childrelation', 'A child', '', 'A parent', 'Desires', 'A parent', 'A child', 'A child', 'A child', 'An object', 'A child']",A child,A parent,Desires,0.0
Desires,Desires,a person,relaxation,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,enjoy,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,time,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,people,compete,"['people', 'relationships', 'people', 'people', 'values', 'people', 'Desires', 'things', 'desires', 'relations', 'people', 'people relations', 'people', 'ideas', 'things', 'Relationships', 'people', 'people', 'people', 'desire']",people,things,relationships,0.0
Desires,Desires,a person,be good-looking,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,accomplish goals,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,get laid,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,some dogs,chase cars,"['some dogs', 'some cats', 'some dogs', 'some dogs', 'dogs', 'dogs', 'some animals', 'cats', 'some puppies', '', 'dogs', 'some dogs', 'some cats', 'some dogs', 'more dogs', 'Some dogs', 'some dogs', 'some dogs', 'some dogs', 'some people']",some dogs,dogs,some cats,0.0
Desires,Desires,a person,his children to be happy,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,many good friends,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,communication,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a teacher,interested students,"['a teacher', 'a teacher', 'a teacher', 'a student', 'the teacher', 'a teacher', 'a teacher', 'a teacher', 'the teacher', 'a teacher', 'a teacher', 'a teacher', 'a student', 'a teacher', 'a student', 'a teacher relation', 'a professor', 'a teacher', 'a friend', 'a teacher']",a teacher,a student,the teacher,0.0
Desires,Desires,a person,orgasms,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,clean air to breath,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,clean air to breath,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,talk about themselves,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,Dogs,play,"['Dogs', 'Dogs', 'Cats', 'Dogs', 'Dogs', 'Dogs', 'Dogs', 'Dogs', 'Cats', 'Dogs', 'Dogs', 'Animals', 'Dogs', 'Dogs', 'Dogs', 'Humans', 'Horses', 'Humans', 'Dogs', 'Dogs']",Dogs,Cats,Humans,0.0
Desires,Desires,a person,space,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,Some people,read stories,"['Desires', 'Some people', 'Some people', 'Relationships', 'Others', 'Needs', 'Some people', 'Many people', 'some people', 'None', 'Some people', 'Some people', '', 'Many people', 'Some people', 'Other people', 'Most people', 'Desires', 'You', 'Some people']",Some people,Desires,Many people,0.0
Desires,Desires,Some people,read books,"['Desires', 'Some people', 'Some people', 'Relationships', 'Others', 'Needs', 'Some people', 'Many people', 'some people', 'None', 'Some people', 'Some people', '', 'Many people', 'Some people', 'Other people', 'Most people', 'Desires', 'You', 'Some people']",Some people,Desires,Many people,0.0
Desires,Desires,a teacher,interested students,"['a teacher', 'a teacher', 'a teacher', 'a student', 'the teacher', 'a teacher', 'a teacher', 'a teacher', 'the teacher', 'a teacher', 'a teacher', 'a teacher', 'a student', 'a teacher', 'a student', 'a teacher relation', 'a professor', 'a teacher', 'a friend', 'a teacher']",a teacher,a student,the teacher,0.0
Desires,Desires,a person,get laid,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,other people to respect him/her,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,playfulness,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,communication,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,be good-looking,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,his children to be happy,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,children,play games,"['children', 'children', 'values', 'children', 'children', 'children', 'children', 'relationships', 'children', 'children', 'Desires', 'properties', 'children', 'attributes', 'children', 'children', 'children', 'children', '', 'childrenrelation: Desires']",children,values,relationships,0.0
Desires,Desires,a person,accomplish goals,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,A person,trust himself,"['Desires', 'A person', 'Relationships', 'A person', 'A relationship', 'The person', 'A person', 'A person', 'Needs', 'Person', 'A person', 'An object', 'A person', 'An object', 'a person', 'A thing', 'The person', 'A man', 'Desires', 'Knowledge']",A person,Desires,The person,0.0
Desires,Desires,a dog,lots of attention,"['a dog', 'a cat', 'a dog', 'a horse', 'a dog', 'a man', 'a cat', 'a human', 'a dog', 'a cow', 'Desires', 'an object', 'a cat', 'a car', 'a bird', 'a chicken', 'a fish', 'a dog', 'a wolf', 'a girl']",a dog,a cat,a horse,0.0
Desires,Desires,Dogs,catch frisbees,"['Dogs', 'Dogs', 'Cats', 'Dogs', 'Dogs', 'Dogs', 'Dogs', 'Dogs', 'Cats', 'Dogs', 'Dogs', 'Animals', 'Dogs', 'Dogs', 'Dogs', 'Humans', 'Horses', 'Humans', 'Dogs', 'Dogs']",Dogs,Cats,Humans,0.0
Desires,Desires,some dogs,chase cars,"['some dogs', 'some cats', 'some dogs', 'some dogs', 'dogs', 'dogs', 'some animals', 'cats', 'some puppies', '', 'dogs', 'some dogs', 'some cats', 'some dogs', 'more dogs', 'Some dogs', 'some dogs', 'some dogs', 'some dogs', 'some people']",some dogs,dogs,some cats,0.0
Desires,Desires,a person,good luck,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,talk about themselves,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,be good-looking,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,Some people,read books,"['Desires', 'Some people', 'Some people', 'Relationships', 'Others', 'Needs', 'Some people', 'Many people', 'some people', 'None', 'Some people', 'Some people', '', 'Many people', 'Some people', 'Other people', 'Most people', 'Desires', 'You', 'Some people']",Some people,Desires,Many people,0.0
Desires,Desires,a person,other people to respect him/her,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,communication,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,Some people,read stories,"['Desires', 'Some people', 'Some people', 'Relationships', 'Others', 'Needs', 'Some people', 'Many people', 'some people', 'None', 'Some people', 'Some people', '', 'Many people', 'Some people', 'Other people', 'Most people', 'Desires', 'You', 'Some people']",Some people,Desires,Many people,0.0
Desires,Desires,a person,see,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,Dogs,play,"['Dogs', 'Dogs', 'Cats', 'Dogs', 'Dogs', 'Dogs', 'Dogs', 'Dogs', 'Cats', 'Dogs', 'Dogs', 'Animals', 'Dogs', 'Dogs', 'Dogs', 'Humans', 'Horses', 'Humans', 'Dogs', 'Dogs']",Dogs,Cats,Humans,0.0
Desires,Desires,a person,know what time it is,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,live a long and healthy life,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,the answers to the universe,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,reach goals,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,honor,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,someone to care about them,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,a nice place to live,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,know everything,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,everyone,be happy,"['Desires', 'everyone', 'people', 'everyone', 'all', 'everything', 'everybody', 'everyone', '', 'relationships', 'Everyone', 'Relationships', 'you', 'everybody', 'values', 'everyone', 'Everyone', 'everybody', 'everybody', 'everything']",everyone,everybody,everything,0.0
Desires,Desires,a person,good books to read,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,Kids,play with them,"['Kids', 'Relationships', 'Desires', 'Kids', 'Children', 'Kids', 'Kids', 'Relationships', 'Children', 'Kids', 'Kids', 'Values', 'Kids', 'Boys', 'Kids', 'Needs', '', 'Relationships', 'Kids', 'Kids']",Kids,Relationships,Children,0.0
Desires,Desires,a person,a healthy life,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,delicious food,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,have good friends,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,feel happy,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,harmony between all,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,be right,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,reach goals,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,make more money,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,the answers to the universe,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,a nice place to live,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,compassion,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,honor,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,everyone,be happy,"['Desires', 'everyone', 'people', 'everyone', 'all', 'everything', 'everybody', 'everyone', '', 'relationships', 'Everyone', 'Relationships', 'you', 'everybody', 'values', 'everyone', 'Everyone', 'everybody', 'everybody', 'everything']",everyone,everybody,everything,0.0
Desires,Desires,a person,world peace,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
Desires,Desires,a person,someone to care about them,"['a person', 'a person', 'Desires', 'a person', 'a person', 'an object', 'a relationship', 'the person', 'a person', 'a thing', 'a person relation: Desires', 'person', 'a person', 'a relationship', 'a person', 'A person', 'a person', 'Relationships', 'persons', 'a person']",a person,a relationship,Desires,0.0
