relation_type,relation_label,obj_1,obj_2,generative_text,Rank1_word,Rank2_word,Rank3_word,accuracy
Desires,Desires,a person,many good friends,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,communication,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a teacher,interested students,"['a friend', 'a teacher', 'a man', 'children', 'a friend', 'children', 'children', 'a teacher', 'a teacher', 'love', 'a friend', 'children', 'a doctor', 'school', 'a man', 'education', 'love', 'a friend', 'children', 'a friend']",a friend,children,a teacher,0.0
Desires,Desires,a person,orgasms,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,clean air to breath,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,clean air to breath,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,talk about themselves,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Dogs,play,"['cats', 'cats', 'dogs', 'cats', 'cats', 'dogs', 'dogs', 'horses', 'cats', 'cats', 'cats', 'cats', 'dogs', 'birds', 'dogs', 'children', 'cats', 'cats', 'dogs', 'people']",cats,dogs,horses,0.0
Desires,Desires,a person,space,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Some people,read stories,"['love', 'some people', 'love', 'peace', 'people', 'peace', 'happiness', 'some people', 'people', 'money', 'friendship', 'others', 'children', 'war', 'happiness', 'good', 'life', 'others', 'freedom', 'friends']",love,some people,peace,0.0
Desires,Desires,Some people,read books,"['love', 'some people', 'love', 'peace', 'people', 'peace', 'happiness', 'some people', 'people', 'money', 'friendship', 'others', 'children', 'war', 'happiness', 'good', 'life', 'others', 'freedom', 'friends']",love,some people,peace,0.0
Desires,Desires,a teacher,interested students,"['a friend', 'a teacher', 'a man', 'children', 'a friend', 'children', 'children', 'a teacher', 'a teacher', 'love', 'a friend', 'children', 'a doctor', 'school', 'a man', 'education', 'love', 'a friend', 'children', 'a friend']",a friend,children,a teacher,0.0
Desires,Desires,a person,get laid,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,other people to respect him/her,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,playfulness,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,communication,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be good-looking,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,his children to be happy,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,children,play games,"['children', 'children', 'children', 'children', 'love', 'people', 'children', 'love', 'children', 'people', 'people', 'people', 'children', 'children', 'animals', 'people', 'marriage', 'children', 'money', 'parents']",children,people,love,0.0
Desires,Desires,a person,accomplish goals,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,A person,trust himself,"['love', 'peace', 'a work', 'children', 'happiness', 'friendship', 'a work', 'money', 'love', 'a job', 'a work', 'war', 'a place', 'peace', 'life', 'a work', 'people', 'freedom', 'toys', 'food']",a work,love,peace,0.0
Desires,Desires,a dog,lots of attention,"['a cat', 'a cat', 'a man', 'a man', 'a cat', 'a dog', 'a man', 'a cat', 'a cat', 'a dog', 'a person', 'a cat', 'a cat', 'people', 'a cat', 'dogs', 'cats', 'a dog', 'a man', 'a man']",a cat,a man,a dog,0.0
Desires,Desires,Dogs,catch frisbees,"['cats', 'cats', 'dogs', 'cats', 'cats', 'dogs', 'dogs', 'horses', 'cats', 'cats', 'cats', 'cats', 'dogs', 'birds', 'dogs', 'children', 'cats', 'cats', 'dogs', 'people']",cats,dogs,horses,0.0
Desires,Desires,some dogs,chase cars,"['dogs', 'cats', 'people', 'dogs', 'cats', 'cats', 'dogs', 'cats', 'animals', 'children', 'dogs', 'dogs', 'cats', 'a dog', 'animals', 'people', 'people', 'cats', 'cats', 'dogs']",cats,dogs,people,0.0
Desires,Desires,a person,good luck,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,talk about themselves,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be good-looking,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Some people,read books,"['love', 'some people', 'love', 'peace', 'people', 'peace', 'happiness', 'some people', 'people', 'money', 'friendship', 'others', 'children', 'war', 'happiness', 'good', 'life', 'others', 'freedom', 'friends']",love,some people,peace,0.0
Desires,Desires,a person,other people to respect him/her,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,communication,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Some people,read stories,"['love', 'some people', 'love', 'peace', 'people', 'peace', 'happiness', 'some people', 'people', 'money', 'friendship', 'others', 'children', 'war', 'happiness', 'good', 'life', 'others', 'freedom', 'friends']",love,some people,peace,0.0
Desires,Desires,a person,see,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Dogs,play,"['cats', 'cats', 'dogs', 'cats', 'cats', 'dogs', 'dogs', 'horses', 'cats', 'cats', 'cats', 'cats', 'dogs', 'birds', 'dogs', 'children', 'cats', 'cats', 'dogs', 'people']",cats,dogs,horses,0.0
Desires,Desires,a person,know what time it is,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,live a long and healthy life,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,the answers to the universe,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,reach goals,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,honor,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,someone to care about them,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a nice place to live,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,know everything,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,everyone,be happy,"['love', 'people', 'children', 'love', 'people', 'money', 'people', 'love', 'all', 'love', 'children', 'happiness', 'people', 'love', 'children', 'family', 'love', 'love', 'money', 'love']",love,people,children,0.0
Desires,Desires,a person,good books to read,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Kids,play with them,"['children', 'children', 'children', 'children', 'toys', 'toys', 'children', 'children', 'school', 'kids', 'kids', 'toys', 'children', 'children', 'children', 'toys', 'kids', 'school', 'toys', 'love']",children,toys,kids,0.0
Desires,Desires,a person,a healthy life,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,delicious food,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,have good friends,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,feel happy,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,harmony between all,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be right,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,reach goals,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,make more money,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,the answers to the universe,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a nice place to live,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,compassion,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,honor,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,everyone,be happy,"['love', 'people', 'children', 'love', 'people', 'money', 'people', 'love', 'all', 'love', 'children', 'happiness', 'people', 'love', 'children', 'family', 'love', 'love', 'money', 'love']",love,people,children,0.0
Desires,Desires,a person,world peace,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,someone to care about them,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a healthy life,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Kids,play with them,"['children', 'children', 'children', 'children', 'toys', 'toys', 'children', 'children', 'school', 'kids', 'kids', 'toys', 'children', 'children', 'children', 'toys', 'kids', 'school', 'toys', 'love']",children,toys,kids,0.0
Desires,Desires,a person,have a home to live in,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,know everything,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,good books to read,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,an iPod,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,know everything,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,honor,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,make more money,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,a healthy life,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,the answers to the universe,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,world peace,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,have a home to live in,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,a person,be successful in life,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.0
Desires,Desires,Kids,play with them,"['children', 'children', 'children', 'children', 'toys', 'toys', 'children', 'children', 'school', 'kids', 'kids', 'toys', 'children', 'children', 'children', 'toys', 'kids', 'school', 'toys', 'love']",children,toys,kids,0.0
Desires,Desires,a person,life,"['love', 'peace', 'a work', 'children', 'friendship', 'happiness', 'a work', 'money', 'love', 'peace', 'people', 'a job', 'a work', 'war', 'a work', 'a work', 'life', 'a work', 'a work', 'a place']",a work,love,peace,0.05
Desires,Desires,everyone,be happy,"['love', 'people', 'children', 'love', 'people', 'money', 'people', 'love', 'all', 'love', 'children', 'happiness', 'people', 'love', 'children', 'family', 'love', 'love', 'money', 'love']",love,people,children,0.0
