relation_type,relation_label,obj_1,obj_2,generative_text,Rank1_word,Rank2_word,Rank3_word,accuracy
MadeOf,is made of,indica,cannabis,"['paper', 'wood', 'books', 'paper', 'paper', 'wood', 'wood', 'flowers', 'eggs', 'paper', 'paper', 'books', 'paper', 'paper', 'paper', 'paper', 'paper', 'books', 'wood', 'glass']",paper,wood,books,0.0
MadeOf,is made of,a table,wood,"['chairs', 'chairs', 'a chair', 'paper', 'wood', 'a chair', 'glass', 'glass', 'paper', 'wood', 'paper', 'chairs', 'books', 'a chair', 'table', 'glass', 'chairs', 'chairs', 'chairs', 'chairs']",chairs,a chair,paper,0.1
MadeOf,is made of,An outfit,clothes,"['clothes', 'leather', 'clothes', 'leather', 'leather', 'shoes', 'shoes', 'clothes', 'clothes', 'leather', 'clothes', 'clothing', 'boots', 'clothes', 'leather', 'shoes', 'leather', 'clothes', 'leather', 'leather']",leather,clothes,shoes,0.35
MadeOf,is made of,tv,glass,"['tv', 'books', 'glass', 'paper', 'glass', 'glass', 'paper', 'glass', 'books', 'paper', 'tv', 'wood', 'TV', 'furniture', 'water', 'wood', 'tv', 'water', 'books', 'glass']",glass,tv,books,0.25
MadeOf,is made of,Some bottles,green glass,"['bottles', 'bottles', 'glass', 'wine', 'bottles', 'glass', 'beer', 'water', 'wine', 'bottle', 'bottles', 'beer', 'bottles', 'bottles', 'bottles', 'glass', 'water', 'glass', 'bottles', 'glass']",bottles,glass,wine,0.0
MadeOf,is made of,jeans,denim,"['shoes', 'shoes', 'shoes', 'jeans', 'socks', 'shoes', 'socks', 'sneakers', 'boots', 'shirt', 'jeans', 'shirts', 'shoes', 'sneakers', 'shoes', 'shoes', 'leather', 'shirts', 'shoes', 'shirt']",shoes,jeans,socks,0.0
MadeOf,is made of,matter,particles,"['water', 'paper', 'glass', 'stone', 'wood', 'water', 'metal', 'water', 'water', 'glass', 'wood', 'water', 'paper', 'water', 'stone', 'water', 'clay', 'glass', 'paper', 'glass']",water,glass,paper,0.0
MadeOf,is made of,a community,political ideology,"['houses', 'wood', 'trees', 'wood', 'water', 'trees', 'books', 'trees', 'water', 'books', 'stone', 'houses', 'furniture', 'houses', 'houses', 'wood', 'land', 'paper', 'food', 'houses']",houses,wood,trees,0.0
MadeOf,is made of,lubrication,oil,"['oil', 'paper', 'water', 'soap', 'glass', 'oil', 'leather', 'wood', 'oil', 'paper', 'oil', 'paper', 'oil', 'water', 'oil', 'water', 'water', 'soap', 'paper', 'soap']",oil,paper,water,0.3
MadeOf,is made of,Pen,plastic,"['paper', 'paper', 'paper', 'paper', 'glass', 'pencil', 'pencil', 'glass', 'glass', 'paper', 'wood', 'wood', 'glass', 'pencil', 'paper', 'paper', 'paper', 'ink', 'paper', 'pencil']",paper,glass,pencil,0.0
MadeOf,is made of,a penis, cells,"['hair', 'paper', 'hair', 'eggs', 'hair', 'paper', 'paper', 'hair', 'hair', 'paper', 'eggs', 'paper', 'penis', 'hair', 'hair', 'hair', 'breasts', 'wood', 'hair', 'hair']",hair,paper,eggs,0.0
MadeOf,is made of,semen,sperm cells,"['eggs', 'milk', 'eggs', 'paper', 'sperm', 'blood', 'egg', 'hair', 'water', 'eggs', 'eggs', 'eggs', 'milk', 'milk', 'milk', 'eggs', 'eggs', 'eggs', 'paper', 'eggs']",eggs,milk,paper,0.0
MadeOf,is made of,guitar,strings,"['piano', 'piano', 'piano', 'drums', 'guitar', 'piano', 'guitar', 'piano', 'drums', 'drums', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano']",piano,drums,guitar,0.0
MadeOf,is made of,Water,H2O,"['wood', 'wood', 'wood', 'sand', 'water', 'ice', 'wood', 'ice', 'stone', 'wood', 'sand', 'glass', 'water', 'paper', 'wood', 'ice', 'eggs', 'sand', 'wood', 'glass']",wood,sand,ice,0.0
MadeOf,is made of,Mozart music ,musical composition,"['piano', 'music', 'piano', 'music', 'wood', 'paper', 'violin', 'piano', 'piano', 'piano', 'piano', 'music', 'music', 'music', 'piano', 'music', 'music', 'piano', 'music', 'piano']",piano,music,wood,0.0
MadeOf,is made of,A tree,wood,"['wood', 'wood', 'grass', 'sand', 'grass', 'stone', 'stone', 'water', 'rock', 'wood', 'wood', 'wood', 'rock', 'grass', 'sand', 'water', 'stone', 'wood', 'wood', 'pine']",wood,grass,stone,0.35
MadeOf,is made of,letter,paper,"['paper', 'letters', 'paper', 'book', 'paper', 'paper', 'paper', 'pencil', 'pencil', 'letters', 'paper', 'pencil', 'paper', 'paper', 'letters', 'letters', 'book', 'ink', 'pencil', 'letters']",paper,letters,pencil,0.4
MadeOf,is made of,tv,glass,"['tv', 'books', 'glass', 'paper', 'glass', 'glass', 'paper', 'glass', 'books', 'paper', 'tv', 'wood', 'TV', 'furniture', 'water', 'wood', 'tv', 'water', 'books', 'glass']",glass,tv,books,0.25
MadeOf,is made of,fabric,fibers,"['paper', 'glass', 'cloth', 'wood', 'metal', 'glass', 'paper', 'paper', 'leather', 'wood', 'glass', 'glass', 'wood', 'paper', 'paper', 'glass', 'cloth', 'cloth', 'paper', 'glass']",paper,glass,cloth,0.0
MadeOf,is made of,Computer mice,plastic,"['mice', 'mouse', 'paper', 'mice', 'computer', 'computers', 'keyboards', 'keyboard', 'typewriter', 'mice', 'mice', 'paper', 'paper', 'mice', 'paper', 'mouse', 'mice', 'mouse', 'mice', 'mouse']",mice,mouse,paper,0.0
MadeOf,is made of,Some bottles,green glass,"['bottles', 'bottles', 'glass', 'wine', 'bottles', 'glass', 'beer', 'water', 'wine', 'bottle', 'bottles', 'beer', 'bottles', 'bottles', 'bottles', 'glass', 'water', 'glass', 'bottles', 'glass']",bottles,glass,wine,0.0
MadeOf,is made of,jeans,denim,"['shoes', 'shoes', 'shoes', 'jeans', 'socks', 'shoes', 'socks', 'sneakers', 'boots', 'shirt', 'jeans', 'shirts', 'shoes', 'sneakers', 'shoes', 'shoes', 'leather', 'shirts', 'shoes', 'shirt']",shoes,jeans,socks,0.0
MadeOf,is made of,matter,particles,"['water', 'paper', 'glass', 'stone', 'wood', 'water', 'metal', 'water', 'water', 'glass', 'wood', 'water', 'paper', 'water', 'stone', 'water', 'clay', 'glass', 'paper', 'glass']",water,glass,paper,0.0
MadeOf,is made of,letter,paper,"['paper', 'letters', 'paper', 'book', 'paper', 'paper', 'paper', 'pencil', 'pencil', 'letters', 'paper', 'pencil', 'paper', 'paper', 'letters', 'letters', 'book', 'ink', 'pencil', 'letters']",paper,letters,pencil,0.4
MadeOf,is made of,semen,sperm cells,"['eggs', 'milk', 'eggs', 'paper', 'sperm', 'blood', 'egg', 'hair', 'water', 'eggs', 'eggs', 'eggs', 'milk', 'milk', 'milk', 'eggs', 'eggs', 'eggs', 'paper', 'eggs']",eggs,milk,paper,0.0
MadeOf,is made of,Pen,plastic,"['paper', 'paper', 'paper', 'paper', 'glass', 'pencil', 'pencil', 'glass', 'glass', 'paper', 'wood', 'wood', 'glass', 'pencil', 'paper', 'paper', 'paper', 'ink', 'paper', 'pencil']",paper,glass,pencil,0.0
MadeOf,is made of,banana pudding,banana,"['chocolate', 'paper', 'ice cream', 'coffee', 'eggs', 'chocolate', 'milk', 'coffee', 'bread', 'cake', 'milk', 'chocolate', 'chocolate', 'milk', 'chocolate', 'coffee', 'ice cream', 'milk', 'tea', 'milk']",chocolate,milk,coffee,0.0
MadeOf,is made of,Many bottles,glass,"['bottles', 'glass', 'wine', 'glass', 'bottles', 'water', 'bottles', 'wine', 'glass', 'paper', 'glass', 'glass', 'glass', 'water', 'bottles', 'glass', 'wine', 'paper', 'beer', 'glass']",glass,bottles,wine,0.4
MadeOf,is made of,universe,strings,"['space', 'water', 'books', 'stars', 'time', 'planets', 'earth', 'universe', 'water', 'paper', 'space', 'water', 'water', 'water', 'books', 'space', 'space', 'water', 'space', 'time']",water,space,books,0.0
MadeOf,is made of,tv,plastic,"['tv', 'books', 'glass', 'paper', 'glass', 'glass', 'paper', 'glass', 'books', 'paper', 'tv', 'wood', 'TV', 'furniture', 'water', 'wood', 'tv', 'water', 'books', 'glass']",glass,tv,books,0.0
MadeOf,is made of,John Safran,cells,"['paper', 'wood', 'books', 'paper', 'eggs', 'wood', 'wood', 'eggs', 'books', 'paper', 'a book', 'books', 'a book', 'eggs', 'paper', 'glass', 'book', 'books', 'water', 'wood']",paper,wood,books,0.0
MadeOf,is made of,lubrication,oil,"['oil', 'paper', 'water', 'soap', 'glass', 'oil', 'leather', 'wood', 'oil', 'paper', 'oil', 'paper', 'oil', 'water', 'oil', 'water', 'water', 'soap', 'paper', 'soap']",oil,paper,water,0.3
MadeOf,is made of,a system of abstract thought,abstractions,"['a system of abstract thought', 'a system of abstract thought', 'mathematics', 'books', 'language', 'paper', 'ideas', 'words', 'music', 'paper', 'logic', 'a system of abstract thought', 'a system of abstract thought', 'a system of abstract thought', 'a system of abstract thought', 'a book', 'a book', 'books', 'a system of abstract ideas', 'a system of abstract thought']",a system of abstract thought,books,paper,0.0
MadeOf,is made of,guitar,strings,"['piano', 'piano', 'piano', 'drums', 'guitar', 'piano', 'guitar', 'piano', 'drums', 'drums', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano']",piano,drums,guitar,0.0
MadeOf,is made of,a government,political ideology,"['paper', 'money', 'gold', 'paper', 'paper', 'books', 'land', 'money', 'paper', 'books', 'eggs', 'water', 'gold', 'paper', 'gold', 'wood', 'money', 'wood', 'paper', 'paper']",paper,money,gold,0.0
MadeOf,is made of,wine,fruit,"['beer', 'paper', 'tea', 'glass', 'beer', 'wood', 'eggs', 'beer', 'beer', 'beer', 'milk', 'paper', 'beer', 'tea', 'tea', 'beer', 'glass', 'glass', 'wood', 'beer']",beer,tea,glass,0.0
MadeOf,is made of,A set,members,"['wood', 'wood', 'wood', 'paper', 'books', 'paper', 'paper', 'books', 'wood', 'paper', 'glass', 'wood', 'glass', 'stone', 'stone', 'books', 'wood', 'eggs', 'paper', 'furniture']",wood,paper,books,0.0
MadeOf,is made of,A page,paper with words on it,"['paper', 'paper', 'paper', 'paper', 'pencil', 'wood', 'paper', 'paper', 'paper', 'paper', 'paper', 'paper', 'glass', 'paper', 'paper', 'pencil', 'paper', 'paper', 'ink', 'book']",paper,pencil,wood,0.0
MadeOf,is made of,cloth,fibers,"['paper', 'glass', 'wood', 'leather', 'paper', 'paper', 'paper', 'wood', 'metal', 'paper', 'glass', 'glass', 'paper', 'glass', 'glass', 'glass', 'cloth', 'leather', 'metal', 'leather']",paper,glass,leather,0.0
MadeOf,is made of,Some bottles,green glass,"['bottles', 'bottles', 'glass', 'wine', 'bottles', 'glass', 'beer', 'water', 'wine', 'bottle', 'bottles', 'beer', 'bottles', 'bottles', 'bottles', 'glass', 'water', 'glass', 'bottles', 'glass']",bottles,glass,wine,0.0
MadeOf,is made of,written word,characters,"['paper', 'letters', 'pencil', 'book', 'letter', 'books', 'ink', 'paper', 'letters', 'a book', 'pencil', 'paper', 'book', 'a book', 'letters', 'letter', 'book', 'ink', 'book', 'letter']",book,paper,letters,0.0
MadeOf,is made of,utopia,equality for everyone,"['space', 'land', 'planet', 'utopia', 'money', 'city', 'earth', 'city', 'land', 'space', 'planet', 'money', 'space', 'city', 'city', 'gold', 'earth', 'cities', 'eggs', 'paper']",city,space,land,0.0
MadeOf,is made of,A tree,wood,"['wood', 'wood', 'grass', 'sand', 'grass', 'stone', 'stone', 'water', 'rock', 'wood', 'wood', 'wood', 'rock', 'grass', 'sand', 'water', 'stone', 'wood', 'wood', 'pine']",wood,grass,stone,0.35
MadeOf,is made of,a system of abstract thought,ideals,"['a system of abstract thought', 'a system of abstract thought', 'mathematics', 'books', 'language', 'paper', 'ideas', 'words', 'music', 'paper', 'logic', 'a system of abstract thought', 'a system of abstract thought', 'a system of abstract thought', 'a system of abstract thought', 'a book', 'a book', 'books', 'a system of abstract ideas', 'a system of abstract thought']",a system of abstract thought,books,paper,0.0
MadeOf,is made of,wine,fruit,"['beer', 'paper', 'tea', 'glass', 'beer', 'wood', 'eggs', 'beer', 'beer', 'beer', 'milk', 'paper', 'beer', 'tea', 'tea', 'beer', 'glass', 'glass', 'wood', 'beer']",beer,tea,glass,0.0
MadeOf,is made of,Water,H2O,"['wood', 'wood', 'wood', 'sand', 'water', 'ice', 'wood', 'ice', 'stone', 'wood', 'sand', 'glass', 'water', 'paper', 'wood', 'ice', 'eggs', 'sand', 'wood', 'glass']",wood,sand,ice,0.0
MadeOf,is made of,Mozart music ,musical composition,"['piano', 'music', 'piano', 'music', 'wood', 'paper', 'violin', 'piano', 'piano', 'piano', 'piano', 'music', 'music', 'music', 'piano', 'music', 'music', 'piano', 'music', 'piano']",piano,music,wood,0.0
MadeOf,is made of,Many bottles,glass,"['bottles', 'glass', 'wine', 'glass', 'bottles', 'water', 'bottles', 'wine', 'glass', 'paper', 'glass', 'glass', 'glass', 'water', 'bottles', 'glass', 'wine', 'paper', 'beer', 'glass']",glass,bottles,wine,0.4
MadeOf,is made of,furniture,wood,"['furniture', 'furniture', 'books', 'glass', 'books', 'glass', 'glass', 'paper', 'furniture', 'wood', 'table', 'furniture', 'paper', 'paper', 'stone', 'chairs', 'leather', 'wood', 'carpets', 'furniture']",furniture,glass,paper,0.1
MadeOf,is made of,light,energy,"['glass', 'water', 'paper', 'wood', 'glass', 'water', 'metal', 'water', 'glass', 'paper', 'wood', 'wood', 'glass', 'glass', 'glass', 'water', 'glass', 'glass', 'water', 'glass']",glass,water,wood,0.0
MadeOf,is made of,lubrication,oil,"['oil', 'paper', 'water', 'soap', 'glass', 'oil', 'leather', 'wood', 'oil', 'paper', 'oil', 'paper', 'oil', 'water', 'oil', 'water', 'water', 'soap', 'paper', 'soap']",oil,paper,water,0.3
MadeOf,is made of,An outfit,clothes,"['clothes', 'leather', 'clothes', 'leather', 'leather', 'shoes', 'shoes', 'clothes', 'clothes', 'leather', 'clothes', 'clothing', 'boots', 'clothes', 'leather', 'shoes', 'leather', 'clothes', 'leather', 'leather']",leather,clothes,shoes,0.35
MadeOf,is made of,matter,particles,"['water', 'paper', 'glass', 'stone', 'wood', 'water', 'metal', 'water', 'water', 'glass', 'wood', 'water', 'paper', 'water', 'stone', 'water', 'clay', 'glass', 'paper', 'glass']",water,glass,paper,0.0
MadeOf,is made of,tv,glass,"['tv', 'books', 'glass', 'paper', 'glass', 'glass', 'paper', 'glass', 'books', 'paper', 'tv', 'wood', 'TV', 'furniture', 'water', 'wood', 'tv', 'water', 'books', 'glass']",glass,tv,books,0.25
MadeOf,is made of,guitar,strings,"['piano', 'piano', 'piano', 'drums', 'guitar', 'piano', 'guitar', 'piano', 'drums', 'drums', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano', 'piano']",piano,drums,guitar,0.0
MadeOf,is made of,A sock,threads,"['paper', 'paper', 'wood', 'leather', 'leather', 'socks', 'paper', 'paper', 'leather', 'cloth', 'paper', 'paper', 'wool', 'shoes', 'paper', 'paper', 'paper', 'paper', 'wood', 'leather']",paper,leather,wood,0.0
MadeOf,is made of,universe,strings,"['space', 'water', 'books', 'stars', 'time', 'planets', 'earth', 'universe', 'water', 'paper', 'space', 'water', 'water', 'water', 'books', 'space', 'space', 'water', 'space', 'time']",water,space,books,0.0
MadeOf,is made of,data,bits,"['data', 'books', 'paper', 'text', 'data', 'tables', 'data', 'paper', 'tables', 'data', 'data', 'a book', 'books', 'books', 'data', 'text', 'paper', 'book', 'data', 'data']",data,books,paper,0.0
MadeOf,is made of,a computer program,source code,"['computer', 'paper', 'a computer', 'paper', 'computer', 'paper', 'a book', 'a computer program', 'computer', 'typewriter', 'a game', 'mouse', 'a book', 'paper', 'a computer', 'a book', 'books', 'typewriter', 'a game', 'phone']",paper,computer,a book,0.0
MadeOf,is made of,Utopia,a community,"['paper', 'books', 'wood', 'land', 'eggs', 'water', 'trees', 'gold', 'paper', 'books', 'wood', 'paper', 'eggs', 'books', 'wood', 'books', 'paper', 'cake', 'paper', 'wood']",paper,books,wood,0.0
MadeOf,is made of,Computer mice,plastic,"['mice', 'mouse', 'paper', 'mice', 'computer', 'computers', 'keyboards', 'keyboard', 'typewriter', 'mice', 'mice', 'paper', 'paper', 'mice', 'paper', 'mouse', 'mice', 'mouse', 'mice', 'mouse']",mice,mouse,paper,0.0
MadeOf,is made of,An outfit,clothes,"['clothes', 'leather', 'clothes', 'leather', 'leather', 'shoes', 'shoes', 'clothes', 'clothes', 'leather', 'clothes', 'clothing', 'boots', 'clothes', 'leather', 'shoes', 'leather', 'clothes', 'leather', 'leather']",leather,clothes,shoes,0.35
MadeOf,is made of,An atom,subatomic particles,"['water', 'atoms', 'water', 'water', 'metal', 'atoms', 'water', 'water', 'water', 'glass', 'water', 'water', 'atoms', 'water', 'metal', 'atoms', 'atoms', 'glass', 'metal', 'water']",water,atoms,metal,0.0
MadeOf,is made of,A sock,threads,"['paper', 'paper', 'wood', 'leather', 'leather', 'socks', 'paper', 'paper', 'leather', 'cloth', 'paper', 'paper', 'wool', 'shoes', 'paper', 'paper', 'paper', 'paper', 'wood', 'leather']",paper,leather,wood,0.0
MadeOf,is made of,Many bottles,glass,"['bottles', 'glass', 'wine', 'glass', 'bottles', 'water', 'bottles', 'wine', 'glass', 'paper', 'glass', 'glass', 'glass', 'water', 'bottles', 'glass', 'wine', 'paper', 'beer', 'glass']",glass,bottles,wine,0.4
MadeOf,is made of,utopia,equality for everyone,"['space', 'land', 'planet', 'utopia', 'money', 'city', 'earth', 'city', 'land', 'space', 'planet', 'money', 'space', 'city', 'city', 'gold', 'earth', 'cities', 'eggs', 'paper']",city,space,land,0.0
MadeOf,is made of,crt,glass,"['paper', 'wood', 'glass', 'glass', 'paper', 'wood', 'wood', 'clay', 'paper', 'wood', 'stone', 'wood', 'glass', 'glass', 'wood', 'glass', 'glass', 'paper', 'paper', 'wood']",wood,glass,paper,0.3
MadeOf,is made of,soccer ball,leather,"['ball', 'basketball', 'baseball', 'football', 'tennis ball', 'tennis ball', 'tennis ball', 'baseball', 'basketball', 'tennis ball', 'bowling ball', 'tennis ball', 'bowling ball', 'football', 'paper', 'baseball', 'ball', 'bowling ball', 'basketball', 'baseball']",tennis ball,baseball,basketball,0.0
MadeOf,is made of,Water,H2O,"['wood', 'wood', 'wood', 'sand', 'water', 'ice', 'wood', 'ice', 'stone', 'wood', 'sand', 'glass', 'water', 'paper', 'wood', 'ice', 'eggs', 'sand', 'wood', 'glass']",wood,sand,ice,0.0
MadeOf,is made of,fabric,fibers,"['paper', 'glass', 'cloth', 'wood', 'metal', 'glass', 'paper', 'paper', 'leather', 'wood', 'glass', 'glass', 'wood', 'paper', 'paper', 'glass', 'cloth', 'cloth', 'paper', 'glass']",paper,glass,cloth,0.0
MadeOf,is made of,nail,keratin,"['nails', 'wood', 'paper', 'glass', 'wood', 'nails', 'nails', 'glass', 'wood', 'nails', 'wood', 'nails', 'nails', 'metal', 'paper', 'wood', 'glass', 'paper', 'nails', 'wood']",nails,wood,paper,0.0
MadeOf,is made of,matter,particles,"['water', 'paper', 'glass', 'stone', 'wood', 'water', 'metal', 'water', 'water', 'glass', 'wood', 'water', 'paper', 'water', 'stone', 'water', 'clay', 'glass', 'paper', 'glass']",water,glass,paper,0.0
MadeOf,is made of,A tree,wood,"['wood', 'wood', 'grass', 'sand', 'grass', 'stone', 'stone', 'water', 'rock', 'wood', 'wood', 'wood', 'rock', 'grass', 'sand', 'water', 'stone', 'wood', 'wood', 'pine']",wood,grass,stone,0.35
MadeOf,is made of,wine,fruit,"['beer', 'paper', 'tea', 'glass', 'beer', 'wood', 'eggs', 'beer', 'beer', 'beer', 'milk', 'paper', 'beer', 'tea', 'tea', 'beer', 'glass', 'glass', 'wood', 'beer']",beer,tea,glass,0.0
MadeOf,is made of,semen,sperm cells,"['eggs', 'milk', 'eggs', 'paper', 'sperm', 'blood', 'egg', 'hair', 'water', 'eggs', 'eggs', 'eggs', 'milk', 'milk', 'milk', 'eggs', 'eggs', 'eggs', 'paper', 'eggs']",eggs,milk,paper,0.0
MadeOf,is made of,Mozart music ,musical composition,"['piano', 'music', 'piano', 'music', 'wood', 'paper', 'violin', 'piano', 'piano', 'piano', 'piano', 'music', 'music', 'music', 'piano', 'music', 'music', 'piano', 'music', 'piano']",piano,music,wood,0.0
MadeOf,is made of,Pen,plastic,"['paper', 'paper', 'paper', 'paper', 'glass', 'pencil', 'pencil', 'glass', 'glass', 'paper', 'wood', 'wood', 'glass', 'pencil', 'paper', 'paper', 'paper', 'ink', 'paper', 'pencil']",paper,glass,pencil,0.0
MadeOf,is made of,banana pudding,banana,"['chocolate', 'paper', 'ice cream', 'coffee', 'eggs', 'chocolate', 'milk', 'coffee', 'bread', 'cake', 'milk', 'chocolate', 'chocolate', 'milk', 'chocolate', 'coffee', 'ice cream', 'milk', 'tea', 'milk']",chocolate,milk,coffee,0.0
MadeOf,is made of,utopia,equality for everyone,"['space', 'land', 'planet', 'utopia', 'money', 'city', 'earth', 'city', 'land', 'space', 'planet', 'money', 'space', 'city', 'city', 'gold', 'earth', 'cities', 'eggs', 'paper']",city,space,land,0.0
