relation_type,relation_label,obj_1,obj_2,generative_text,Rank1_word,Rank2_word,Rank3_word,accuracy
ReceivesAction,is/are,Clothing,made from fabric,"['shoes', 'pants', 'boots', 'shirt', 'jeans', 'clothes', 'dress', 'socks', 'pants', 'shirt', 'shoes', 'jeans', 'pants', 'trousers', 'shirts', 'clothes', 'hat', 'underwear', 'hair', 'clothes']",pants,clothes,shoes,0.0
ReceivesAction,is/are,a door,opened,"['a window', 'a lamp', 'a window', 'open', 'a lamp', 'open', 'open', 'a window', 'a room', 'a wall', 'opened', 'locked', 'opened', 'a window', 'locked', 'opened', 'open', 'a room', 'open', 'a mirror']",open,a window,opened,0.15
ReceivesAction,is/are,Butter,made from cream,"['eaten', 'eaten', 'eaten', 'eaten', 'bread', 'eaten', 'eaten', 'eaten', 'baked', 'eaten', 'milk', 'cakes', 'cupcakes', 'eaten', 'baked', 'baked', 'eaten', 'eaten', 'milk', 'cake']",eaten,baked,milk,0.0
ReceivesAction,is/are,Most tires,filled with air,"['shoes', 'worn on your feet', 'most tires', 'worn on your feet', 'boots', 'most tires', 'most tires', 'worn on your feet', 'most tires', 'worn on your feet', 'books', 'most tires worn on your feet', 'wheels', 'most cars', 'shoes', 'clothes', 'worn on your feet', 'shoes', 'pants', 'books']",worn on your feet,most tires,shoes,0.0
ReceivesAction,is/are,game,played,"['books', 'eaten', 'eaten', 'books', 'played', 'read', 'playing', 'game', 'games', 'eaten', 'play', 'eaten', 'game', 'played', 'books', 'played', 'done', 'books', 'read', 'a game']",books,eaten,played,0.15
ReceivesAction,is/are,Glass,recycled,"['books', 'worn on your head', 'books', 'eyeglasses', 'shoes', 'glasses', 'sunglasses', 'worn on your head', 'glasses', 'a piece of glass', 'hat', 'worn on your head', 'eyeglasses', 'jewellery', 'glasses', 'mugs', 'shoes', 'sandals', 'worn on your feet', 'worn on your head']",worn on your head,glasses,books,0.0
ReceivesAction,is/are,Sahara desert,located in Africa,"['sandals', 'desert', 'sandals', 'deserts', 'sandals', 'sand', 'sandals', 'beach', 'clothes', 'worn on your feet', 'sandy beaches', 'sweatpants', 'worn on your feet', 'books', 'sandals', 'sandy beach', 'rocks', 'eaten', 'shoes', 'sandy beaches']",sandals,worn on your feet,sandy beaches,0.0
ReceivesAction,is/are,diapers,recycled,"['pants', 'socks', 'clothes', 'pillows', 'underwear', 'underwear', 'panties', 'jeans', 'baby clothes', 'books', 'washed', 'pillows', 'clothes', 'shoes', 'eaten', 'underwear', 'washed', 'baby clothes', 'slippers', 'underwear']",underwear,clothes,pillows,0.0
ReceivesAction,is/are,socks,worn on feet,"['pants', 'boots', 'worn on your feet', 'socks on your feet', 'underwear', 'pants', 'shoes on your feet', 'shirt', 'boots', 'sweatpants', 'sneakers', 'shirt', 'shoes on your feet', 'worn on your feet', 'jeans', 'sweatpants', 'shorts', 'slippers', 'shoes', 'socks']",pants,boots,worn on your feet,0.0
ReceivesAction,is/are,music,composed,"['singing', 'dancing', 'sung', 'singing', 'books', 'playing', 'dancing', 'singing', 'sung', 'books', 'singing', 'singing', 'read', 'songs', 'playing music', 'song', 'sung', 'reading', 'dancing', 'dance']",singing,dancing,sung,0.0
ReceivesAction,is/are,a basketball,filled with air,"['a baseball', 'shoes', 'a football', 'a ball', 'sneakers', 'a baseball', 'a ball', 'a baseball', 'a football', 'basketball shoes', 'a ball', 'a hat', 'a tennis ball', 'tennis shoes', 'a baseball', 'a football', 'worn on your feet', 'pants', 'socks', 'a shirt']",a baseball,a football,a ball,0.0
ReceivesAction,is/are,ice,melted,"['eaten', 'eaten', 'cold', 'cold', 'eaten', 'eaten', 'worn on your feet', 'cold', 'cold', 'cold', 'eaten', 'boots', 'worn on your feet', 'eaten', 'ice cream', 'frozen', 'cold', 'books', 'worn on your feet', 'snow']",eaten,cold,worn on your feet,0.0
ReceivesAction,is/are,Balloons,filled with helium,"['books', 'glasses', 'batons', 'cupcakes', 'balls', 'books', 'balls', 'glasses', 'pants', 'hats', 'batons', 'pillows', 'eaten', 'hat', 'games', 'pencils', 'toys', 'mugs', 'sunglasses', 'shoes']",books,glasses,batons,0.0
ReceivesAction,is/are,The earth,covered mostly with water,"['eaten', 'books', 'the moon', 'the moon', 'rocks', 'eaten', 'eaten', 'eaten', 'books', 'the sky', 'eaten', 'the sky', 'The moon', 'The moon', 'the moon', 'bread', 'the sun', 'food', 'the sun', 'eaten']",eaten,the moon,books,0.0
ReceivesAction,is/are,A dog,kicked,"['spayed/neutered', 'eaten', 'eaten', 'a cat', 'eaten', 'eaten', 'eaten', 'a cat', 'eaten', 'a cat', 'eaten', 'eaten', 'eaten', 'cat', 'pet', 'eaten', 'dog', 'spayed or neutered', 'a dog', 'eaten']",eaten,a cat,spayed/neutered,0.0
ReceivesAction,is/are,a door,closed,"['a window', 'a lamp', 'a window', 'open', 'a lamp', 'open', 'open', 'a window', 'a room', 'a wall', 'opened', 'locked', 'opened', 'a window', 'locked', 'opened', 'open', 'a room', 'open', 'a mirror']",open,a window,opened,0.0
ReceivesAction,is/are,Garbage,recycled,"['books', 'clothes', 'garbage', 'eaten', 'garbage', 'eaten', 'eaten', 'garbage', 'eaten', 'books', 'eaten', 'garbage', 'books', 'trash', 'bags', 'garbage', 'trash', 'books', 'food', 'trash']",garbage,eaten,books,0.0
ReceivesAction,is/are,math,taught in a class,"['books', 'reading', 'read', 'written on a piece of paper', 'books', 'books', 'done', 'reading', 'read', 'books', 'reading', 'is/are', 'writing', 'learned', 'written on a sheet of paper', 'written', 'reading', 'pencils', 'homework', 'eaten']",books,reading,read,0.0
ReceivesAction,is/are,The earth,covered mostly with water,"['eaten', 'books', 'the moon', 'the moon', 'rocks', 'eaten', 'eaten', 'eaten', 'books', 'the sky', 'eaten', 'the sky', 'The moon', 'The moon', 'the moon', 'bread', 'the sun', 'food', 'the sun', 'eaten']",eaten,the moon,books,0.0
ReceivesAction,is/are,a basketball,filled with air,"['a baseball', 'shoes', 'a football', 'a ball', 'sneakers', 'a baseball', 'a ball', 'a baseball', 'a football', 'basketball shoes', 'a ball', 'a hat', 'a tennis ball', 'tennis shoes', 'a baseball', 'a football', 'worn on your feet', 'pants', 'socks', 'a shirt']",a baseball,a football,a ball,0.0
ReceivesAction,is/are,diapers,recycled,"['pants', 'socks', 'clothes', 'pillows', 'underwear', 'underwear', 'panties', 'jeans', 'baby clothes', 'books', 'washed', 'pillows', 'clothes', 'shoes', 'eaten', 'underwear', 'washed', 'baby clothes', 'slippers', 'underwear']",underwear,clothes,pillows,0.0
ReceivesAction,is/are,music,composed,"['singing', 'dancing', 'sung', 'singing', 'books', 'playing', 'dancing', 'singing', 'sung', 'books', 'singing', 'singing', 'read', 'songs', 'playing music', 'song', 'sung', 'reading', 'dancing', 'dance']",singing,dancing,sung,0.0
ReceivesAction,is/are,Bread,made from flour,"['eaten', 'eaten', 'eaten', 'eaten', 'eaten', 'bread', 'baked', 'a loaf of bread', 'bread', 'baked', 'breadsticks', 'eaten', 'baked', 'baked', 'eaten', 'cakes', 'breadsticks', 'eaten', 'baked', 'eaten']",eaten,baked,bread,0.0
ReceivesAction,is/are,Sahara desert,located in Africa,"['sandals', 'desert', 'sandals', 'deserts', 'sandals', 'sand', 'sandals', 'beach', 'clothes', 'worn on your feet', 'sandy beaches', 'sweatpants', 'worn on your feet', 'books', 'sandals', 'sandy beach', 'rocks', 'eaten', 'shoes', 'sandy beaches']",sandals,worn on your feet,sandy beaches,0.0
ReceivesAction,is/are,Garbage,recycled,"['books', 'clothes', 'garbage', 'eaten', 'garbage', 'eaten', 'eaten', 'garbage', 'eaten', 'books', 'eaten', 'garbage', 'books', 'trash', 'bags', 'garbage', 'trash', 'books', 'food', 'trash']",garbage,eaten,books,0.0
ReceivesAction,is/are,Trash,recycled,"['books', 'eaten', 'clothes', 'garbage', 'eaten', 'garbage', 'trash', 'trash', 'eaten', 'eaten', 'eaten', 'dirty', 'dead', 'garbage', 'lost', 'dirty', 'destroyed', 'stolen', 'books', 'garbage']",eaten,garbage,books,0.0
ReceivesAction,is/are,a pencil,made from graphite,"['a pen', 'a piece of paper', 'a pen', 'written on a piece of paper', 'a piece of paper', 'a book', 'a pen', 'a notebook', 'a book', 'a pencil in your hand', 'a pen', 'a notebook', 'drawn on a piece of paper', 'pencil', 'a book', 'pencil', 'pencils', 'a book', 'pencils', 'pencil']",a pen,a book,pencil,0.0
ReceivesAction,is/are,Some drugs,prohibited,"['cigarettes', 'pills', 'eaten', 'drugs', 'drugs', 'books', 'eaten', 'eaten', 'drugs', 'some drugs', 'eaten', 'some drugs', 'eaten', 'cocaine', 'bought', 'drugs', 'drugs', 'drugs', 'alcohol', 'alcohol']",drugs,eaten,some drugs,0.0
ReceivesAction,is/are,a door,closed,"['a window', 'a lamp', 'a window', 'open', 'a lamp', 'open', 'open', 'a window', 'a room', 'a wall', 'opened', 'locked', 'opened', 'a window', 'locked', 'opened', 'open', 'a room', 'open', 'a mirror']",open,a window,opened,0.0
ReceivesAction,is/are,Balloons,filled with helium,"['books', 'glasses', 'batons', 'cupcakes', 'balls', 'books', 'balls', 'glasses', 'pants', 'hats', 'batons', 'pillows', 'eaten', 'hat', 'games', 'pencils', 'toys', 'mugs', 'sunglasses', 'shoes']",books,glasses,batons,0.0
ReceivesAction,is/are,ice,melted,"['eaten', 'eaten', 'cold', 'cold', 'eaten', 'eaten', 'worn on your feet', 'cold', 'cold', 'cold', 'eaten', 'boots', 'worn on your feet', 'eaten', 'ice cream', 'frozen', 'cold', 'books', 'worn on your feet', 'snow']",eaten,cold,worn on your feet,0.0
ReceivesAction,is/are,socks,worn on feet,"['pants', 'boots', 'worn on your feet', 'socks on your feet', 'underwear', 'pants', 'shoes on your feet', 'shirt', 'boots', 'sweatpants', 'sneakers', 'shirt', 'shoes on your feet', 'worn on your feet', 'jeans', 'sweatpants', 'shorts', 'slippers', 'shoes', 'socks']",pants,boots,worn on your feet,0.0
ReceivesAction,is/are,Chocolate,made from cocoa beans,"['eaten', 'eaten', 'eaten', 'eaten', 'cupcakes', 'eaten', 'eaten', 'eaten', 'books', 'a piece of chocolate', 'eaten', 'eaten', 'ice cream', 'a piece of cake', 'eaten', 'eaten', 'eaten', 'eaten', 'cake', 'eaten']",eaten,cupcakes,books,0.0
ReceivesAction,is/are,magazines,printed on paper,"['books', 'books', 'magazines', 'books', 'read', 'books', 'books', 'magazines', 'magazines', 'books', 'magazines', 'books', 'socks', 'books', 'books', 'clothes', 'books', 'jeans', 'watches', 'books']",books,magazines,read,0.0
ReceivesAction,is/are,a kingdom,ruled by a king,"['a castle', 'a city', 'a castle', 'a city', 'a castle', 'a town', 'a palace', 'a castle', 'books', 'a temple', 'a city', 'a kingdom', 'a town', 'a house', 'a village', 'an empire', 'a kingdom', 'an island', 'a city', 'a palace']",a castle,a city,a town,0.0
ReceivesAction,is/are,Iron,magnetized,"['boots', 'iron boots', 'armor', 'Iron Boots', 'armor', 'Iron boots', 'armor', 'armor', 'books', 'armor', 'gold', 'gold', 'shoes', 'worn on your feet', 'jewellery', 'gold', 'iron boots', 'books', 'armor', 'eaten']",armor,gold,iron boots,0.0
ReceivesAction,is/are,"""Some of the earth's surface""",covered in water,"['books', ""some of the earth's surface"", 'rocks', 'eaten', '""Some of the earth\'s surface""', 'clothes', 'shoes', 'eaten', 'books', 'eaten', '""Some of the water\'s surface""', 'food', 'eaten', 'books', 'stones', '""Some of the world\'s surface""', ""part of the earth's surface"", 'eaten', 'snow', 'rock']",eaten,books,some of the earth's surface,0.0
ReceivesAction,is/are,Solid things,counted,"['books', 'clothes', 'shoes', 'books', 'books', 'books', 'rocks', 'food', 'bread', 'stones', 'eaten', 'baked goods', 'books', 'food', 'written on a piece of paper', 'flat things', 'bricks', 'food', 'clothes', 'coins']",books,food,clothes,0.0
ReceivesAction,is/are,cakes,cooked,"['eaten', 'eaten', 'eaten', 'eaten', 'eaten', 'baked', 'baked', 'eaten', 'eaten', 'eaten', 'read', 'eaten', 'eaten', 'eaten', 'read', 'eaten', 'eaten', 'eaten', 'eaten', 'eaten']",eaten,baked,read,0.0
ReceivesAction,is/are,Water,composed of hydrogen and oxygen,"['cold', 'cold', 'eaten', 'clothes', 'cold', 'water', 'eaten', 'cold', 'eaten', 'cold', 'books', 'drink', 'eaten', 'water', 'drink', 'food', 'water', 'food', 'water', 'drink']",cold,eaten,water,0.0
ReceivesAction,is/are,Sweaters,made out of yarn,"['pants', 'socks', 'shirt', 'jeans', 'shirt', 'pants', 'socks', 'jeans', 'underwear', 'boots', 'worn on your feet', 'sweater', 'shirts', 'worn on your feet', 'sneakers', 'shoes', 'clothes', 'sweatpants', 'worn on your feet', 'shoes']",worn on your feet,pants,socks,0.0
ReceivesAction,is/are,water,found in the ocean,"['eaten', 'clothes', 'eaten', 'eaten', 'cold', 'eaten', 'cold', 'cold', 'books', 'cold', 'drink', 'drink', 'food', 'cold', 'food', 'eaten', 'soap', 'glasses', 'shoes', 'drink']",eaten,cold,drink,0.0
ReceivesAction,is/are,Resources,limited,"['books', 'Books', 'books', 'resources', 'books', 'items', 'food', 'Food', 'food', 'resources', 'Furniture', 'books', 'rocks', 'resources', 'buildings', 'Scrolls', 'shops', 'Tools', 'resources', 'Resources']",books,resources,food,0.0
ReceivesAction,is/are,A situation,described as desperate,"['eaten', 'a situation', 'a situation', 'eaten', 'eaten', 'read', 'a situation', 'eaten', 'situation', 'is/are', 'eaten', 'done', 'food', 'situation', 'situation', 'done', 'books', 'is/are', 'clothes', 'read']",eaten,a situation,situation,0.0
ReceivesAction,is/are,a strike,reported on the news,"['hit', 'hit', 'hit', 'a knife', 'a punch', 'hit', 'hit', 'eaten', 'a punch', 'a blow to the head', 'a ball', 'hit', 'a knife', 'hit', 'hit', 'hit', 'hit', 'hit', 'sword', 'hit']",hit,a knife,a punch,0.0
ReceivesAction,is/are,politics is an activity where things,promised,"['politics is an activity where things', 'politics is an activity where things are', 'politics is an activity where people', 'politics', 'are', 'books', 'politics is an activity where people', 'people', 'politics is an activity where things happen', 'politics is an activity where you', 'money', 'do things', 'sports', 'politics', 'games', 'do things', 'politics is an activity in which', 'are', 'politics is an activity where things', 'politics is an activity where things']",politics is an activity where things,politics is an activity where people,politics,0.0
ReceivesAction,is/are,Iron,magnetized,"['boots', 'iron boots', 'armor', 'Iron Boots', 'armor', 'Iron boots', 'armor', 'armor', 'books', 'armor', 'gold', 'gold', 'shoes', 'worn on your feet', 'jewellery', 'gold', 'iron boots', 'books', 'armor', 'eaten']",armor,gold,iron boots,0.0
ReceivesAction,is/are,a computer,made out of metal,"['a laptop', 'a laptop', 'a laptop', 'a laptop', 'laptop', 'books', 'a phone', 'a keyboard', 'a computer', 'a computer', 'a desk', 'a PC', 'a desktop computer', 'a computer', 'written on a piece of paper', 'a tablet', 'books', 'a notebook', 'an iPad', 'a desktop computer']",a laptop,a computer,books,0.0
ReceivesAction,is/are,Coffee,made from coffee beans,"['tea', 'tea', 'a cup of coffee', 'eaten', 'eaten', 'coffee', 'tea', 'a cup of coffee', 'coffee', 'tea', 'tea', 'coffee', 'tea', 'brewed', 'tea', 'a cup of tea', 'drink', 'books', 'read', 'tea']",tea,coffee,a cup of coffee,0.0
ReceivesAction,is/are,ice,carved,"['eaten', 'eaten', 'cold', 'cold', 'eaten', 'eaten', 'worn on your feet', 'cold', 'cold', 'cold', 'eaten', 'boots', 'worn on your feet', 'eaten', 'ice cream', 'frozen', 'cold', 'books', 'worn on your feet', 'snow']",eaten,cold,worn on your feet,0.0
ReceivesAction,is/are,Oil of grapefruit,extracted from the fruit peel,"['eaten', 'eaten', 'eaten', 'shoes', 'eaten', 'books', 'eaten', 'boots', 'worn on your feet', 'sandals', 'books', 'eaten', 'peaches', 'eaten', 'eaten', 'eaten', 'wine', 'eaten', 'eaten', 'water']",eaten,books,shoes,0.0
ReceivesAction,is/are,Petrol,put into cars,"['cigarettes', 'shoes', 'water', 'water', 'water', 'water', 'books', 'worn on your feet', 'eaten', 'food', 'carried on your back', 'eaten', 'a cigarette', 'paint', 'a car', 'cigarettes', 'food', 'sandals', 'paint', 'water']",water,cigarettes,eaten,0.0
ReceivesAction,is/are,Chocolate,made from cocoa beans,"['eaten', 'eaten', 'eaten', 'eaten', 'cupcakes', 'eaten', 'eaten', 'eaten', 'books', 'a piece of chocolate', 'eaten', 'eaten', 'ice cream', 'a piece of cake', 'eaten', 'eaten', 'eaten', 'eaten', 'cake', 'eaten']",eaten,cupcakes,books,0.0
ReceivesAction,is/are,a kingdom,ruled by a king,"['a castle', 'a city', 'a castle', 'a city', 'a castle', 'a town', 'a palace', 'a castle', 'books', 'a temple', 'a city', 'a kingdom', 'a town', 'a house', 'a village', 'an empire', 'a kingdom', 'an island', 'a city', 'a palace']",a castle,a city,a town,0.0
ReceivesAction,is/are,"""Earth's surface""",covered by mostly water,"['rocks', 'books', '""Water\'s surface""', '""Earth\'s surface""', '""Water\'s surface""', 'eaten', '""Air\'s surface""', 'rock', 'clothes', '""Ocean\'s surface""', 'books', 'eaten', 'land', 'shoes', 'eaten', '""Ocean\'s surface""', 'land', 'sand', '""Moon\'s surface""', 'is/are']",eaten,books,"""Water's surface""",0.0
ReceivesAction,is/are,a cannon,used in war,"['a gun', 'a gun', 'a sword', 'a rifle', 'a gun', 'a sword', 'a gun', 'a cannonball', 'a rifle', 'a pistol', 'an axe', 'a hat', 'a cannonball', 'a sword', 'a shotgun', 'a rifle', 'a cannon in your hand', 'gun', 'cannonball', 'a grenade']",a gun,a sword,a rifle,0.0
ReceivesAction,is/are,books,found in a library,"['read', 'worn on your feet', 'read', 'read on your feet', 'worn on your feet', 'eaten', 'read on your feet', 'read', 'worn on your hands', 'worn on your feet', 'worn on your legs', 'worn on your knees', 'done', 'worn on your feet', 'read', 'read', 'worn on your toes', 'read', 'read', 'worn on your feet']",read,worn on your feet,read on your feet,0.0
ReceivesAction,is/are,a computer,made out of metal,"['a laptop', 'a laptop', 'a laptop', 'a laptop', 'laptop', 'books', 'a phone', 'a keyboard', 'a computer', 'a computer', 'a desk', 'a PC', 'a desktop computer', 'a computer', 'written on a piece of paper', 'a tablet', 'books', 'a notebook', 'an iPad', 'a desktop computer']",a laptop,a computer,books,0.0
ReceivesAction,is/are,a cannon,used in war,"['a gun', 'a gun', 'a sword', 'a rifle', 'a gun', 'a sword', 'a gun', 'a cannonball', 'a rifle', 'a pistol', 'an axe', 'a hat', 'a cannonball', 'a sword', 'a shotgun', 'a rifle', 'a cannon in your hand', 'gun', 'cannonball', 'a grenade']",a gun,a sword,a rifle,0.0
ReceivesAction,is/are,A puzzle,found in a newspaper,"['eaten', 'written on a piece of paper', 'read', 'solved', 'eaten', 'solved', 'puzzle', 'found', 'books', 'a puzzle', 'a piece of cake', 'puzzle', 'read', 'eaten', 'eaten', 'books', 'a puzzle', 'read on a piece of paper', 'books', 'read']",eaten,read,books,0.0
ReceivesAction,is/are,An island,surrounded by water,"['eaten', 'a beach', 'island', 'in the middle of the ocean', 'eaten', 'in the middle of the sea', 'eaten', 'island', 'eaten', 'a beach', 'a castle', 'an island', 'a small island', 'eaten', 'a small island', 'an island', 'a boat', 'island', 'a lake', 'eaten']",eaten,island,a beach,0.0
ReceivesAction,is/are,Wind,air in motion,"['wind', 'wind', 'wind', 'wind', 'wind', 'cold', 'wind', 'wind', 'wind', 'cold', 'rain', 'cold', 'cold', 'rain', 'wind', 'wind', 'wind', 'rain', 'cold', 'cold']",wind,cold,rain,0.0
ReceivesAction,is/are,Petrol,put into cars,"['cigarettes', 'shoes', 'water', 'water', 'water', 'water', 'books', 'worn on your feet', 'eaten', 'food', 'carried on your back', 'eaten', 'a cigarette', 'paint', 'a car', 'cigarettes', 'food', 'sandals', 'paint', 'water']",water,cigarettes,eaten,0.0
ReceivesAction,is/are,A kitchen table,found in a kitchen,"['books', 'eaten', 'chairs', 'eaten', 'books', 'a chair', 'food', 'books', 'books', 'a cupboard', 'eaten', 'a closet', 'a bench', 'eaten', 'a fridge', 'a desk', 'a kitchen sink', 'a sink', 'a refrigerator', 'a coffee table']",books,eaten,chairs,0.0
